Food Related,Bill Number,Bill Title,Introducers,Committee Assignment,Current Status,Description,Bill URL,Archived
false,SB854,RELATING TO IMMIGRATION.,AQUINO_ CHANG_ FEVELLA_ MCKELVEY_ RHOADS_ SAN BUENAVENTURA_ Hashimoto_ Richards,LBT_ WAM/JDC,S 2/4/2025: Re-Referred to LBT_ WAM/JDC.,Establishes a Universal Representation in Immigration Proceedings Program within the Department of Labor and Industrial Relations Office of Community Services to provide access to legal representation_ under certain conditions.  Requires annual reports to the Legislature.  Appropriates funds.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=854&year=2025,true
false,SB929,RELATING TO INTERNATIONAL AFFAIRS.,KANUHA,TCA,S 1/23/2025: Referred to TCA.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=929&year=2025,true
false,SB855 SD1 HD1 CD1,RELATING TO HAWAII RETIREMENT SAVINGS ACT.,AQUINO_ CHANG_ FEVELLA_ KIDANI_ KIM_ MORIWAKI_ Richards_ Wakai,LAB_ FIN,H 5/29/2025: Act 113_ on 05/29/2025 (Gov. Msg. No. 1213).,"Clarifies the definition of ""covered employer"" under the Hawaii Retirement Savings Act.  Requires covered employers to automatically enroll covered employees into the Hawaii Retirement Savings Program unless the employee opts out.  Repeals the limit on the total fees and expenses that can be spent for the Program each year.  (CD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=855&year=2025,true
false,SB857,RELATING TO CARE HOMES.,AQUINO_ CHANG_ FEVELLA_ KIM_ Gabbard_ Moriwaki_ Wakai,HHS_ JDC,S 1/23/2025: Referred to HHS_ JDC.,Prohibits the licensing of an adult residential care home_ expanded adult residential care home_ or developmental disabilities domiciliary home that is financed_ managed_ operated_ supervised_ directed_ or owned in whole or in part by a person convicted of a gambling offense.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=857&year=2025,true
false,SB859,RELATING TO PUBLIC EMPLOYMENT.,AQUINO_ CHANG_ FEVELLA_ FUKUNAGA_ GABBARD_ MCKELVEY_ RHOADS_ RICHARDS_ SAN BUENAVENTURA_ Elefante_ Hashimoto,LBT_ WAM/JDC,S 1/23/2025: Referred to LBT_ WAM/JDC.,Establishes a paid family leave program for state and county employees.  Authorizes a qualifying employee to take up to 12 weeks of paid leave for the birth or placement of a child or to care for a family member who has a serious health condition.  Requires the employee to agree to subsequently work for the employer for at least 12 weeks upon return to service except under certain conditions.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=859&year=2025,true
false,SB860,RELATING TO SHOPLIFTING.,AQUINO_ CHANG_ ELEFANTE_ KANUHA_ KIDANI_ MCKELVEY,JDC,S 1/23/2025: Referred to JDC.,Increases penalties for the offense of theft by means of shoplifting.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=860&year=2025,true
false,SB863,RELATING TO FEES FOR PUBLIC RECORDS UNDER CHAPTER 92F.,RHOADS,GVO_ JDC/WAM,S 1/23/2025: Referred to GVO_ JDC/WAM.,Imposes a cap on charges for searching for_ reviewing_ and segregating government records under the Uniform Information Practices Act.  Provides for a waiver of fees in certain circumstances when the public interest is served by a government record's disclosure.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=863&year=2025,true
false,SB866,RELATING TO EMERGENCY MEDICAL SERVICES.,KANUHA_ CHANG_ DECOITE_ GABBARD_ INOUYE_ KIDANI_ MCKELVEY_ Richards,HHS_ WAM,S 1/23/2025: Referred to HHS_ WAM.,Requires the Department of Health to establish and implement a program to improve and increase support for emergency medical services in the State.  Requires the Department of Health to submit reports to the Legislature.  Appropriates funds.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=866&year=2025,true
false,SB868,RELATING TO THE SCHOOL BUS DRIVER CERTIFICATION SUBSIDY PILOT PROGRAM.,KANUHA_ AQUINO_ CHANG_ DECOITE_ ELEFANTE_ GABBARD_ HASHIMOTO_ MCKELVEY_ RICHARDS_ San Buenaventura,EDU_ WAM,S 2/3/2025: The committee on EDU deferred the measure.,Establishes a one-year School Bus Driver Certification Subsidy Pilot Program within the Department of Education for the 20252026 school year.  Requires reports to the Legislature.  Appropriates fund.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=868&year=2025,true
false,SB869 SD1 HD1,RELATING TO COMMUNITY OUTREACH BOARDS.,KANUHA_ CHANG_ MCKELVEY_ Gabbard_ Ihara,JHA,H 5/15/2025: Act 053_ on 05/15/2025 (Gov. Msg. No. 1153).,Defines community outreach board to mean a board established to serve in a community advisory capacity under a county commission or a county department.  Includes community outreach boards in existing provisions of the Sunshine Law relating to neighborhood boards.  Authorizes neighborhood board and community outreach board members to attend meetings or presentations related to official board business statewide.  (HD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=869&year=2025,true
false,SB870 SD1,RELATING TO TELECOMMUNICATION.,KANUHA_ CHANG_ DECOITE_ HASHIMOTO_ KIDANI_ MCKELVEY_ Gabbard_ Ihara_ Moriwaki_ Richards_ San Buenaventura_ Wakai,GVO_ WAM,S 2/10/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to WAM.,Requires the Comptroller and State Librarian to identify state office buildings_ including state libraries_ that can provide equitable telecommunication access to allow certain residents_ including residents with disabilities_ to participate remotely in legislative hearings and estimate the costs and resources_ including additional staffing_ to effectuate this purpose.  Allows the Comptroller and State Librarian to partner with the University of Hawaii in performing these tasks.  Requires a report to the Legislature.  Effective 1/1/2525.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=870&year=2025,true
false,SB874,RELATING TO VETERINARY MEDICINE.,FUKUNAGA_ CHANG_ FEVELLA_ INOUYE_ San Buenaventura_ Wakai,AEN_ CPN,S 1/23/2025: Referred to AEN_ CPN.,Requires veterinarians to provide a written prescription_ upon the request of a client_ for any animal patient of a client with whom the veterinarian has established an existing veterinarianclient-patient relationship.  Allows pharmacies licensed in the State to dispense medications prescribed by veterinarians.  Authorizes the Hawaii Board of Veterinary Medicine to establish penalties_ which may include fines or suspension or revocation of a license.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=874&year=2025,true
false,SB873,RELATING TO HEALTH.,SAN BUENAVENTURA,HHS_ JDC,S 1/23/2025: Referred to HHS_ JDC.,Prohibits physicians and surgeons from performing certain procedures on individuals born with variations in their physical sex characteristics who are under one year of age_ unless the procedure is a surgery required to address an immediate risk of physical harm.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=873&year=2025,true
false,SB872,RELATING TO EDUCATION.,AQUINO_ CHANG_ ELEFANTE_ FEVELLA_ GABBARD_ HASHIMOTO_ RHOADS_ RICHARDS_ San Buenaventura,EDU/LBT_ WAM,S 1/23/2025: Referred to EDU/LBT_ WAM.,Allows newly graduated high school students to be eligible for workers' compensation coverage during the summer following their high school graduation while participating in Department of Education-sponsored work-based learning programs.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=872&year=2025,true
false,SB877,RELATING TO HUMAN SERVICES.,MORIWAKI_ CHANG_ FEVELLA_ HASHIMOTO_ KANUHA_ KIDANI_ MCKELVEY_ RHOADS_ Fukunaga_ Ihara,HHS_ WAM,S 1/23/2025: Referred to HHS_ WAM.,Appropriates funds to increase the funding for Medicaid in-home services_ conditioned on the Department of Human Services obtaining the maximum federal matching funds.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=877&year=2025,true
false,SB886,RELATING TO COMMERCE.,KANUHA,CPN,S 1/23/2025: Referred to CPN.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=886&year=2025,true
false,SB880,RELATING TO THE EXECUTIVE OFFICE ON AGING.,MORIWAKI_ CHANG_ FEVELLA_ HASHIMOTO_ KANUHA_ MCKELVEY_ Fukunaga_ Ihara,HHS_ WAM,S 1/23/2025: Referred to HHS_ WAM.,Establishes a temporary Medi-Medi Project within the Hawaii State Health Insurance Assistance Program administered by the Executive Office on Aging to assist older adults_ Medicare beneficiaries_ individuals with disabilities_ and other underserved populations who may qualify for various low-income subsidy programs to gain access to their benefits.  Requires the Executive Office on Aging to submit reports to the Legislature.  Appropriates funds.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=880&year=2025,true
false,SB885,RELATING TO COMMERCE.,KANUHA,CPN,S 1/23/2025: Referred to CPN.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=885&year=2025,true
false,SB882,RELATING TO THE ENVIRONMENT.,KANUHA,AEN,S 1/23/2025: Referred to AEN.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=882&year=2025,true
false,SB889,RELATING TO INSURANCE.,KANUHA,CPN,S 1/23/2025: Referred to CPN.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=889&year=2025,true
false,SB887,RELATING TO CONSUMER PROTECTION.,KANUHA,CPN,S 1/23/2025: Referred to CPN.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=887&year=2025,true
false,SB888,RELATING TO CONSUMER PROTECTION.,KANUHA,CPN,S 1/23/2025: Referred to CPN.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=888&year=2025,true
false,SB1651 SD1 HD2 CD1,RELATING TO PUBLIC MEETINGS.,RHOADS,LAB_ JHA,H 6/3/2025: Act 169_ on 06/03/2025 (Gov. Msg. No. 1269).,Requires board packets to be posted at least three full business days before a public meeting.  Requires boards to provide notice to persons who have requested notification of meetings at the time the board packet is made available for public inspection.  (CD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1651&year=2025,true
false,SB892,RELATING TO TOURISM.,KANUHA,EDT,S 1/23/2025: Referred to EDT.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=892&year=2025,true
false,SB891 SD2 HD1,RELATING TO ECONOMIC DEVELOPMENT.,KANUHA,ECD/TOU_ FIN,H 3/21/2025: Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with Representative(s) Belatti_ Lowen_ Templo voting aye with reservations; Representative(s) Alcos_ Garcia_ Grandinetti_ Hussey_ Marten_ Matsumoto_ Muraoka_ Perruso_ Pierick_ Reyes Oda_ Shimizu voting no (11) and Representative(s) Cochran_ Garrett_ Kapela_ Kitagawa_ Ward excused (5).,Establishes a Tourism and Gaming Working Group within the Department of Business_ Economic Development_ and Tourism.  Requires a report to the Legislature.  Effective 7/1/3000.  (HD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=891&year=2025,true
false,SB1456 HD1,RELATING TO RESTORATION OF BEACH LANDS.,KOUCHI (Introduced by request of another party),WAL_ JHA_ FIN,H 3/14/2025: Re-referred to WAL_ JHA_ FIN_ referral sheet 23,"Amends the definition of ""beach restoration"" to include activities undertaken to maintain and improve eroded beaches and degraded dune systems through the management of sand and native vegetation_ place sand on an eroded beach_ and remove abandoned remnant materials that pose a risk to public and ecosystem health.  Appropriates funds for a Kahana Bay beach restoration pilot project and a sand restoration and dune replenishment pilot project on the island of Maui.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1456&year=2025,true
false,SB896,RELATING TO EDUCATION.,KANUHA,EDU,S 1/23/2025: Referred to EDU.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=896&year=2025,true
false,SB899,RELATING TO INTERGOVERNMENTAL AFFAIRS.,KANUHA,EIG,S 1/23/2025: Referred to EIG.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=899&year=2025,true
false,SB958 SD1,RELATING TO CESSPOOLS.,SAN BUENAVENTURA_ CHANG_ HASHIMOTO_ KANUHA_ MCKELVEY_ RICHARDS_ Fevella,HHS/AEN_ WAM,S 2/14/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to WAM.,Appropriates funds to the Department of Health for the Cesspool Compliance Pilot Grant Project.  Establishes three full-time equivalent (3.0 FTE) positions.  Effective 12/31/2050.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=958&year=2025,true
false,SB952 SD2 HD1,RELATING TO CHILD WELFARE SERVICES.,SAN BUENAVENTURA_ AQUINO_ CHANG_ FEVELLA_ GABBARD_ HASHIMOTO_ INOUYE_ KANUHA_ KIDANI_ MCKELVEY_ Richards,HSH_ FIN,H 4/24/2025: Received notice of Senate conferees (Sen. Com. No. 876).,Requires the Department of Human Services_ in collaboration with the Office of Wellness and Resilience_ to design a five-year Child Welfare System Diversion and Intervention Pilot Program to support families and children involved_ at risk of involvement_ or at risk of reinvolvement with Child Welfare Services.  Specifies that the Department of Human Services shall implement and administer the pilot program.  Allows the Department to contract with public and private entities to provide necessary services.  Requires reports to the Legislature.  Appropriates funds.  Effective 7/1/3000.  (HD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=952&year=2025,true
false,SB918,RELATING TO ETHICS.,KANUHA,JDC,S 1/23/2025: Referred to JDC.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=918&year=2025,true
false,SB920,PROPOSING AN AMENDMENT TO THE HAWAII CONSTITUTION.,KANUHA,JDC,S 1/23/2025: Referred to JDC.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=920&year=2025,true
false,SB919,RELATING TO THE PENAL CODE.,KANUHA,JDC,S 1/23/2025: Referred to JDC.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=919&year=2025,true
false,SB953,RELATING TO HOSPITALS.,SAN BUENAVENTURA_ CHANG_ FEVELLA_ KIDANI_ MCKELVEY_ MORIWAKI_ RHOADS_ RICHARDS,HHS/CPN_ JDC,S 2/12/2025: The committee on CPN deferred the measure.,Establishes the State's Hospital Price Transparency Act.  Prohibits hospitals from taking certain debt collection actions against a patient if the hospital is not in compliance with hospital price transparency laws.  Allows patients and patient guarantors to file suit against hospitals in violation.  Requires hospitals to make public and post their Medicare reimbursement rates no later than 10/1/25 and deems violations as an unfair and deceptive act or practice.  Requires the Department of Health to conduct performance assessments of hospitals for adherence to federal transparency rules annually and make a list of hospitals with poor performance available on its website no later than 2/1/2026.  Requires the Department of Health to adopt rules.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=953&year=2025,true
false,SB921,RELATING TO LABOR.,KANUHA,LBT,S 1/23/2025: Referred to LBT.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=921&year=2025,true
false,SB923,RELATING TO PUBLIC EMPLOYMENT.,KANUHA,LBT,S 1/23/2025: Referred to LBT.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=923&year=2025,true
false,SB924,RELATING TO PUBLIC SAFETY.,KANUHA,PSM,S 1/23/2025: Referred to PSM.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=924&year=2025,true
false,SB922,RELATING TO TECHNOLOGY.,KANUHA,LBT,S 1/23/2025: Referred to LBT.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=922&year=2025,true
false,SB925,RELATING TO PUBLIC SAFETY.,KANUHA,PSM,S 1/23/2025: Referred to PSM.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=925&year=2025,true
false,SB927 SD2,RELATING TO TRANSPORTATION.,KANUHA,TCA_ WAM,S 2/14/2025: Report adopted; Passed Second Reading_ as amended (SD 2) and referred to WAM.,Establishes the Air Noise and Safety Task Force.  Establishes the Airports Advisory Council.  Authorizes the Department of Transportation to adopt administrative rules to designate an airport security area within an airport property.  Appropriates funds.  Effective 7/1/2050.  (SD2),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=927&year=2025,true
false,SB926,RELATING TO MILITARY AFFAIRS.,KANUHA,PSM,S 1/23/2025: Referred to PSM.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=926&year=2025,true
false,SB939,RELATING TO CLIMATE CHANGE.,RHOADS,EIG/AEN_ WAM,S 1/23/2025: Referred to EIG/AEN_ WAM.,Expands the scope of the Hawaii Clean Energy Initiative Program to include the design_ implementation_ and administration of pathways for supporting renewable energy and conservation projects that align carbon sequestration with marine ecosystem restoration and opportunities for strengthening carbon accounting methodologies to assist in the quantification and reduction of direct and indirect greenhouse gas emissions.  Requires a report to the Legislature.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=939&year=2025,true
false,SB934 SD2 HD1 CD1,RELATING TO THE STATE BUDGET.,KANUHA,TRN_ FIN,S 5/2/2025: Enrolled to Governor.,Appropriates funds out of the Mass Transit Special Fund for fiscal year 2025-2026_ for a preliminary analysis of financing options for the planning_ design_ and construction for a park-and-ride facility adjacent to the Pearl Highlands rail transit station.  Establishes a project priority list for use of remaining Mass Transit Special Fund balance after the minimum operating segment of the rail project is completed.  (CD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=934&year=2025,true
false,SB935 SD2 HD3 CD1,RELATING TO GOVERNMENT.,KANUHA,LAB_ JHA_ FIN,S 5/2/2025: Enrolled to Governor.,Amends the retirement allowance for a member who first earns credited service as a judge after 6/30/2031 to 1.75 per cent of the judge's average final compensation for each year of credited service as a judge.  Requires the Department of Human Resources Development to study the impacts and benefits of reducing_ from 10 years to 5 years_ the minimum number of years of credited service that qualified Class H_ Tier 2 members of the Employees' Retirement System must have to be eligible for vested benefit status for service retirement allowance purposes.  (CD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=935&year=2025,true
false,SB943,RELATING TO HEALTH.,MORIWAKI_ CHANG_ Wakai,HHS_ CPN,S 1/23/2025: Referred to HHS_ CPN.,Requires the Department of Health to adopt by rules_ a mandate that the primary caregiver caring for two or three clients in community care foster family homes to be a certified nurse aide or licensed nurse who has completed a state-approved training program and other training as required by the Department and holds a current certified nurse aid certificate or nursing license.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=943&year=2025,true
false,SB942 SD1 HD1,RELATING TO RENTAL APPLICATIONS.,MORIWAKI_ AQUINO_ CHANG_ RHOADS,HSG_ CPC,H 3/18/2025: Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with none voting aye with reservations; Representative(s) Garcia voting no (1) and Representative(s) Cochran_ Ward excused (2).,Prohibits a landlord from rejecting a rental application solely due to an applicant's inability to provide a recent paycheck.  Authorizes the landlord to require the applicant to provide evidence dated within ninety days of the application demonstrating the applicant has sufficient unearned income or liquid assets to cover the rental costs.  Effective 7/1/2050.  (HD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=942&year=2025,true
false,SB944 SD2 HD1,RELATING TO THE LOW-INCOME HOUSING TAX CREDIT.,HASHIMOTO,HSG_ FIN,S 4/25/2025: Conference committee meeting to reconvene on 04-25-25 4:30 PM; Conference Room 225.,Clarifies that a partner or member that is a partnership or limited liability company that has been allocated a low-income housing tax credit may either further allocate the credit or transfer_ sell_ or assign all or a portion of the credit to any taxpayer.  Extends the sunset date of Act 129_ SLH 2016_ relating to the low-income housing tax credit_ until 12/31/2032.  Effective 7/1/3000.  (HD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=944&year=2025,true
false,SB947,RELATING TO BIRTH CERTIFICATES.,CHANG,HHS_ JDC,S 1/23/2025: Referred to HHS_ JDC.,Expands the types of health care providers who can submit an affidavit for a new certificate of birth for certain birth registrants.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=947&year=2025,true
false,SB945,RELATING TO DOULAS.,HASHIMOTO_ CHANG,CPN/HHS_ JDC,S 1/23/2025: Referred to CPN/HHS_ JDC.,Requires any person providing doula services for compensation or representing or advertising themselves as a certified doula to register with the Director of Commerce and Consumer Affairs.  Establishes certain rights for certified doulas_ including being present during delivery and in any recovery rooms_ if requested by the client.  Requires the Director to maintain a link to the registry on the Department of Commerce and Consumer Affairs' website.  Effective 1/1/2026.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=945&year=2025,true
false,SB1001,RELATING TO EDUCATION.,KANUHA,EDU_ WAM,S 1/23/2025: Referred to EDU_ WAM.,Requires the Department of Education to implement dyslexiasensitive universal screenings and evidence-based interventions_ offer professional development on structured literacy and evidenced-based interventions_ and support pre-teacher programs in training candidates in structured literary instruction.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1001&year=2025,true
true,SB1003 SD1,RELATING TO AGRICULTURAL DEVELOPMENT.,KANUHA_ RICHARDS,EDT_ WAM,S 2/12/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to WAM.,Authorizes the issuance of general obligation bonds to the Agribusiness Development Corporation for the purchase of a land parcel in Kau for agricultural development.  Effective 7/1/2050.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1003&year=2025,true
false,SB1004,RELATING TO COMMUNITY HEALTH WORKERS.,KANUHA_ CHANG_ HASHIMOTO_ MCKELVEY_ RHOADS_ SAN BUENAVENTURA,HHS_ WAM,S 1/23/2025: Referred to HHS_ WAM.,Requires the Department of Health to establish and administer a three-year Rural Community Health Worker Pilot Program that enables community health workers to provide outreach_ education_ training_ and navigation to individuals residing in rural communities in the State and address social determinants of health.  Appropriates funds.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1004&year=2025,true
false,SB1005,RELATING TO OTHER JURISDICTIONS.,DECORTE_ AWA,GVO/HHS_ JDC,S 1/28/2025: Re-Referred to GVO/HHS_ JDC.,Clarifies the Lieutenant Governor's duties as Secretary of State for Intergovernmental Relations_ including working to prevent other jurisdictions from making or supporting travel arrangements to Hawaii for homeless or unhoused individuals.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1005&year=2025,true
false,SB1006,RELATING TO PROPERTY.,AWA_ DECORTE,WTL/PSM/TCA_ WAM/JDC,S 1/23/2025: Referred to WTL/PSM/TCA_ WAM/JDC.,Prohibits certain foreign parties from owning_ purchasing_ or acquiring an interest in lands located with 10 miles of a military installation or land within the State.  Establishes an Office of Intelligence within the Department of Defense to investigate claims that land is unlawfully owned by a prohibited foreign party.  Requires the Attorney General to undertake enforcement activities.  Appropriates moneys.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1006&year=2025,true
false,SB957 SD1,RELATING TO OVERDOSE PREVENTION.,SAN BUENAVENTURA_ CHANG_ KANUHA_ Hashimoto,HHS_ WAM/JDC,S 2/14/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to WAM/JDC.,Establishes and provides criteria for overdose prevention centers_ including standards for the Department of Health to designate certain facilities as overdose prevention centers.  Establishes an Overdose Prevention Center Oversight Committee.  Provides immunity from state criminal prosecution for certain offenses for persons using a designated overdose prevention center and persons operating a designated overdose prevention center.  Effective 12/31/2050.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=957&year=2025,true
false,SB955 SD2 HD1,RELATING TO FITNESS TO PROCEED.,SAN BUENAVENTURA_ CHANG_ MCKELVEY,HLT_ JHA_ FIN,H 3/14/2025: Passed Second Reading as amended in HD 1 and referred to the committee(s) on JHA with Representative(s) Garcia_ Pierick_ Souza voting aye with reservations; none voting no (0) and Representative(s) Cochran_ Holt_ Iwamoto_ Ward excused (4).,Clarifies who may serve as a qualified examiner in a fitness-to-proceed examination.  Clarifies the term of commitment for a defendant being held at a hospital or mental health facility for a fitness-to-proceed examination.  Reduces the number of qualified examiners required for a fitness-to-proceed examination in a felony case from 3 to 1.  Establishes a reduced penalty_ except in certain circumstances_ for a person who commits the offense of escape in the second degree while in the custody of the Director of Health.  Sunsets the amendments related to fitness-to-proceed examinations on 12/31/26.  Effective 7/1/3000.  (HD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=955&year=2025,true
false,SB1000,RELATING TO EDUCATION.,KANUHA,EDU_ WAM,S 1/23/2025: Referred to EDU_ WAM.,Appropriates funds to the Department of Education for teacherrequested classroom supplies.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1000&year=2025,true
false,SB964 SD1,RELATING TO WASTE-TO-ENERGY.,FEVELLA_ Richards_ Wakai,EEP_ FIN,H 3/6/2025: Referred to EEP_ FIN_ referral sheet 19,Authorizes the Hawaii State Energy Office to establish a publicprivate partnership to develop a waste-to-energy generating facility in each county having a population below 800_000.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=964&year=2025,true
false,SB966,RELATING TO MOTOR VEHICLES.,FEVELLA_ San Buenaventura,TCA/EIG_ WAM/JDC,S 1/23/2025: Referred to TCA/EIG_ WAM/JDC.,Requires the Department of Transportation_ in coordination with the counties of the State_ to establish a 1-year unregistered motor vehicle amnesty pilot program to encourage motor vehicle registration and mandate the surrender or impoundment of unregistered motor vehicles after the expiration of the program.  Appropriates moneys.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=966&year=2025,true
false,SB969,RELATING TO INSURANCE.,ELEFANTE_ CHANG_ RHOADS,HHS_ CPN/WAM,S 1/23/2025: Referred to HHS_ CPN/WAM.,Beginning 1/1/2026_ requires health insurers_ mutual benefit societies_ health maintenance organizations_ and health plans under the State's Medicaid managed care program to provide coverage for biomarker testing.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=969&year=2025,true
false,SB970 SD1,RELATING TO TAXATION.,ELEFANTE_ FUKUNAGA_ RHOADS,TCA/EIG_ WAM,S 2/14/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to WAM.,Authorizes a tax credit for businesses that pay the public transportation costs of employees.  Applies to counties having populations of 700_000 or more.  Applies for taxable years beginning after 12/31/2024 but not beginning after 12/31/2029.  Requires reports to the Legislature.  Effective 7/1/2050.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=970&year=2025,true
false,SB968,RELATING TO TEACHER LOANS.,FEVELLA_ San Buenaventura,EDU_ WAM,S 1/23/2025: Referred to EDU_ WAM.,Requires the Department of Education to establish a teacher loan forgiveness program to assist in the payment of loans for teachers who commit to teaching in the Hawaii public school system.  Appropriates funds.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=968&year=2025,true
